queue_seq,company,email,url,final_url,prefecture,scan_status,track,hp_score,recruit_score,ai_score,recommended_campaign,campaign_evidence,owner_campaign,send_tier,owner_ok,owner_notes
112,鈴木環境建設株式会社,"info@suzuki-kankyo.co.jp","http://suzuki-kankyo.co.jp","https://suzuki-kankyo.co.jp/about/",石巻,G1_WEAK,inside,2,2,3,ai_ops,"FAX表記; 問合せ・見積導線; 見積・対応エリア訴求",ai_ops,A,y,
113,株式会社クワケン,"kuwaken@gix.or.jp","http://www.kuwaken.jp","https://kuwaken.jp/company/",江南市,G1_WEAK,inside,1,4,2,recruit,"採用URL:/recruit/; 採用キーワード; 工務店・建設",recruit,A,y,
114,榊原建設株式会社,"info@sakakibara-cons.co.jp","https://www.sakakibara-cons.co.jp","https://www.sakakibara-cons.co.jp/contact",一宮市,G1_WEAK,inside,2,4,1,recruit,"採用URL:/recruit/; 採用キーワード; 工務店・建設",recruit,A,y,
115,大栄建設株式会社,"daiei@hyper.ocn.ne.jp","https://daiei-kensetsu.com","https://daiei-kensetsu.com/company.html",弥富市,G1_WEAK,inside,2,3,2,recruit,"採用キーワード; 採用リンクあり(深掘り要); 工務店・建設",recruit,A,y,
116,大藤建設株式会社,"info@daitou-net.co.jp","http://www.daitou-net.co.jp","https://www.daitou-net.co.jp/contact/",愛西市,G1_WEAK,inside,2,3,2,recruit,"採用URL:/recruit/; 工務店・建設",recruit,A,y,
117,株式会社荒川工務店,"yourmail@sample.co.jp","https://www.kk-arakawa.co.jp","https://www.kk-arakawa.co.jp/contact",豊橋市,G1_WEAK,inside,2,4,1,recruit,"採用URL:/recruit; 採用キーワード; 工務店・建設",recruit,A,y,
118,株式会社筒井工務店,"info@tsutsui-k.co.jp","https://tsutsui-k.co.jp/","https://tsutsui-k.co.jp/company/",新城市,G1_WEAK,inside,2,3,2,recruit,"採用URL:/recruit/; 工務店・建設",recruit,A,y,
119,太啓建設株式会社,"info@taikei-con.co.jp","http://www.taikei-con.co.jp","https://www.taikei-con.co.jp/contact/",豊田市,G1_MODERN,inside,0,4,3,recruit,"採用URL:/recruit/; 採用キーワード; 工務店・建設",recruit,A,y,
120,春田建設株式会社,"haruta@haruta-kk.com","https://haruta-kk.com/","https://haruta-kk.com/",名古屋市,G1_MODERN,inside,0,4,3,recruit,"採用URL:/recruit/; 採用キーワード; 工務店・建設",recruit,A,y,
121,株式会社野々川工務店,"nonogawa@space.ne.jp","http://nonogawa-koumuten.com/","https://nonogawa-koumuten.com/",小牧市,G1_WEAK,inside,2,2,3,ai_ops,"FAX表記; PDF資料; 問合せ・見積導線",ai_ops,A,y,
122,株式会社田村ビルズ,"info@tmrkz.com","http://www.tamura-kenzai.co.jp/","https://tamura-builds.co.jp/contact/",山口,G1_WEAK,inside,2,4,1,recruit,"採用URL:/recruit/; 採用キーワード; 工務店・建設",recruit,A,y,
123,株式会社テイガク,"info@teigaku.co.jp","https://yanekabeya.com","https://yanekabeya.com/about/company/",埼玉,G1_MODERN,inside,0,3,4,ai_ops,"HP整備済(G1_MODERN); 問合せ・見積導線; 見積・対応エリア訴求",ai_ops,A,y,
124,株式会社フジキ建設,"info@fuziki.co.jp","http://www.fuziki.co.jp","https://www.fuziki.co.jp/",埼玉,G1_WEAK,inside,2,3,2,recruit,"採用URL:/recruit/; 工務店・建設",recruit,A,y,
125,快適空間株式会社,"abc@abc.com","http://www.kaitekikukan.co.jp","https://kaitekikukan.co.jp/contact/",埼玉,G1_WEAK,inside,1,4,2,recruit,"採用URL:/recruit; 採用キーワード; 工務店・建設",recruit,A,y,
126,e-cubeホームテクノ株式会社,"info@e-cube-group.com","https://www.e-cube-group.com/ht/","https://www.e-cube-group.com/ht/",埼玉,G1_MODERN,inside,0,3,4,ai_ops,"HP整備済(G1_MODERN); FAX表記; 問合せ・見積導線",ai_ops,A,y,
127,大野建設株式会社,"yourname@yourdomain.jp","https://www.oono.gr.jp","https://www.oono.gr.jp/contact/",埼玉,G1_WEAK,inside,2,4,1,recruit,"採用URL:/recruit/; 採用キーワード; 工務店・建設",recruit,A,y,
128,(株)サン建築工房,"info@sunken.co.jp","http://www.sunken.co.jp/index.html","https://www.sunken.co.jp/",福岡,G1_MODERN,inside,0,3,4,ai_ops,"HP整備済(G1_MODERN); FAX表記; 問合せ・見積導線",ai_ops,A,y,
129,(株)安成工務店 福岡支店,"yasunari@yasunari.co.jp","https://www.yasunari-komuten.com/","https://www.yasunari-komuten.com/inquiry",福岡,G1_WEAK,inside,2,3,2,recruit,"採用キーワード; 採用リンクあり(深掘り要); 工務店・建設",recruit,A,y,
130,(株)清武建設,"info@kiyotake.co.jp","https://www.kiyotake.co.jp/","https://www.kiyotake.co.jp/",福岡,G1_MODERN,inside,0,2,5,ai_ops,"HP整備済(G1_MODERN); FAX表記; PDF資料; 問合せ・見積導線",ai_ops,S,y,
131,中原工務店,"info@i-nakahara.com","http://www.i-nakahara.com/","https://www.i-nakahara.com/about/",福岡,G1_WEAK,inside,2,3,2,recruit,"採用URL:/recruit/; 工務店・建設",recruit,A,y,
132,(株)アーキテックス,"abc@architex.co.jp","https://architex.co.jp/","https://architex.co.jp/contact/",福岡,G1_WEAK,inside,2,4,1,recruit,"採用URL:/recruit/; 採用キーワード; 工務店・建設",recruit,A,y,
133,(株)ラクジュ,"lakuju@gmail.com","http://www.lakuju.jp/","https://lakuju.jp/",神奈川,G1_MODERN,inside,0,2,5,ai_ops,"HP整備済(G1_MODERN); FAX表記; PDF資料; 問合せ・見積導線",ai_ops,S,y,
134,小泉木材(株),"info@woodmeister.jp","https://www.woodmeister.jp/","https://kizuki-home.co.jp/terracehouse/access/",神奈川,G1_MODERN,inside,0,3,4,ai_ops,"HP整備済(G1_MODERN); 問合せ・見積導線; 見積・対応エリア訴求",ai_ops,A,y,
135,株式会社 キリガヤ,"home@kirigaya.co.jp","http://www.kirigaya.jp/","https://kirigaya.jp/contact/",神奈川,G1_MODERN,inside,0,2,5,ai_ops,"HP整備済(G1_MODERN); FAX表記; PDF資料; 問合せ・見積導線",ai_ops,S,y,
136,近代ホーム株式会社,"info@100kj.co.jp","http://www.100kj.co.jp/","https://www.100kj.co.jp/",神奈川,G1_MODERN,inside,0,4,3,recruit,"採用URL:/recruit/; 採用キーワード; 工務店・建設",recruit,A,y,
137,株式会社匠技建,"info@takumigiken.com","https://www.takumigiken.com/","https://www.takumigiken.com/contact",東京,G1_WEAK,inside,2,4,1,recruit,"採用URL:/recruit; 採用キーワード; 工務店・建設",recruit,A,y,
138,株式会社日本空間,"info@nippon-kukan.co.jp","https://nippon-kukan.co.jp","https://nippon-kukan.co.jp/",東京,G1_MODERN,inside,0,4,3,recruit,"採用URL:/recruit/; 採用キーワード; 工務店・建設",recruit,A,y,
139,株式会社Ａｒｘｉｓｔ,"info@axt1.co.jp","http://www.arxist.jp/","https://www.arxist.jp/company.html",東京,G1_WEAK,inside,2,4,1,recruit,"採用URL:/recruit; 採用キーワード; 工務店・建設",recruit,A,y,
140,日動建設株式会社,"mail@nichido-kensetsu.com","http://www.nichido-kensetsu.com/","https://nichido-kensetsu.com/company/",千葉,G1_MODERN,inside,0,3,4,ai_ops,"HP整備済(G1_MODERN); FAX表記; 問合せ・見積導線",ai_ops,A,y,
141,e-marusei,"mocomoko@e-marusei.jp","https://www.e-marusei.jp/","https://www.e-marusei.jp/",東京,G1_MODERN,inside,0,3,4,ai_ops,"HP整備済(G1_MODERN); FAX表記; 問合せ・見積導線",ai_ops,A,y,
142,野崎工務店,"yourmail@sample.co.jp","https://www.nozakic.com/","https://www.nozakic.com/form/",所沢,G1_WEAK,inside,2,4,1,recruit,"採用URL:/recruit; 採用キーワード; 工務店・建設",,A,,
143,小川工務店,"hagiwara@ogawa-bco.co.jp","https://www.ogawa-bco.co.jp/","https://www.ogawa-bco.co.jp/",柏市,G1_MODERN,inside,0,4,3,recruit,"採用URL:/recruit/; 採用キーワード; 工務店・建設",,A,,
144,君津住宅,"info@kimijyu.co.jp","https://kimijyu.co.jp/","https://kimijyu.co.jp/",君津市,G1_MODERN,inside,0,3,4,ai_ops,"HP整備済(G1_MODERN); PDF資料; 問合せ・見積導線",,A,,
145,株式会社小松原工務店,"kikaku@komatsubara.co.jp","https://www.komatsubara-komuten.com/","https://www.komatsubara-komuten.com/",豊島区,G1_WEAK,inside,2,4,1,recruit,"採用URL:/recruit; 採用キーワード; 工務店・建設",,A,,
146,株式会社キリガヤ,"home@kirigaya.co.jp","https://kirigaya.jp/","https://kirigaya.jp/contact/",逗子市,G1_MODERN,inside,0,2,5,ai_ops,"HP整備済(G1_MODERN); FAX表記; PDF資料; 問合せ・見積導線",,S,,
147,有限会社門倉工務店,"info@kado-com.com","https://kado-com.com/","https://kado-com.com/",行田市,G1_WEAK,inside,2,4,1,recruit,"採用URL:/recruit/; 採用キーワード; 工務店・建設",,A,,
148,有限会社尾身工務店,"info@omi-k.jp","https://www.omi-k.jp/","https://www.omi-k.jp/contact",吉見町,G1_WEAK,inside,3,1,3,hp_improve,"更新停止感(HTML内2018止); httpsサイト内http混在; 粗1点",,B,,
149,株式会社小林建設,"kobayashi@kobaken.info","https://www.kobaken.info/","https://www.kobaken.info/company/profile/",美里町,G1_MODERN,inside,0,3,4,ai_ops,"HP整備済(G1_MODERN); FAX表記; 問合せ・見積導線",,A,,
150,株式会社松本工務店,"info@matsumotok.co.jp","https://matsumotok.co.jp/","https://matsumotok.co.jp/",白河,G1_MODERN,inside,0,2,4,ai_ops,"HP整備済(G1_MODERN); FAX表記; 問合せ・見積導線",ai_ops,A,y,
151,有限会社尚建工務店,"info@sho-ken.jp","https://syo-ken.jp/","https://syo-ken.jp/contact-us/",日吉津,G1_MODERN,inside,0,3,3,recruit,"採用URL:/recruit/; 工務店・建設",recruit,A,y,
152,株式会社建販,"info@kenpan.jp","https://kenpan.jp/","https://kenpan.jp/company",鳥取,G1_MODERN,inside,0,2,4,ai_ops,"HP整備済(G1_MODERN); FAX表記; 問合せ・見積導線",ai_ops,A,y,
153,株式会社飛鳥建築,"info@asuka-kk.com","https://asuka-kk.com/","https://asuka-kk.com/",狭山,G1_MODERN,inside,0,3,3,recruit,"採用キーワード; 採用リンクあり(深掘り要); 工務店・建設",recruit,A,y,
154,株式会社仙臺屋,"info@sendaiya1000.com","https://www.sendaiya1000.com/","https://sendaiya1000.com/about-us/",仙台,G1_MODERN,inside,0,2,4,ai_ops,"HP整備済(G1_MODERN); FAX表記; 問合せ・見積導線",ai_ops,A,y,
155,インデュアホーム秋田茂木建設株式会社,"akita@e-motegi.com","http://eh-akita.com","https://eh-akita.com/",秋田,G1_WEAK,inside,2,1,3,ai_ops,"HP導線おおむね整備; FAX表記; 問合せ・見積導線",ai_ops,A,y,
156,ファースト住建株式会社,"info@first-juhken.co.jp","http://www.first-juhken.co.jp","https://www.first-juhken.co.jp/profile/",高崎,G1_MODERN,inside,0,2,4,ai_ops,"HP整備済(G1_MODERN); FAX表記; 問合せ・見積導線",ai_ops,A,y,
157,株式会社石山工業所,"info@sigoto-kitiri.com","http://www.sigoto-kitiri.com/","https://www.sigoto-kitiri.com/corporate/",さいたま,G1_WEAK,inside,2,1,3,ai_ops,"HP導線おおむね整備; FAX表記; 問合せ・見積導線",ai_ops,A,y,
158,野末建築,"info@nozue.info","http://www.nozue.info/","https://nozue.info/company/",滑川,G1_MODERN,inside,0,2,4,ai_ops,"HP整備済(G1_MODERN); FAX表記; 問合せ・見積導線",ai_ops,A,y,
159,株式会社登昭建設,"cozy@aitonukumorinoie.net","http://www.aitonukumorinoie.net/","https://aitonukumorinoie.net/company/",岐阜,G1_MODERN,inside,0,2,4,ai_ops,"HP整備済(G1_MODERN); FAX表記; 問合せ・見積導線",ai_ops,A,y,
160,株式会社吉田組,"info@yoshidagumi.com","https://www.yoshidagumi.com","https://www.yoshidagumi.com/",西尾市,G1_MODERN,inside,0,2,4,ai_ops,"HP整備済(G1_MODERN); FAX表記; 問合せ・見積導線",ai_ops,A,y,
161,株式会社ワイツ,"otoiawase@waitsu.com","http://www.waitsu.com/","https://waitsu.com/",平群,G1_MODERN,inside,0,1,5,ai_ops,"HP整備済(G1_MODERN); FAX表記; PDF資料; 問合せ・見積導線",ai_ops,S,y,
162,株式会社シモムラ・プランニング社,"info@simomura.co.jp","http://www.simomura.co.jp/","https://www.simomura.co.jp/",一宮,G1_WEAK,inside,2,1,3,ai_ops,"FAX表記; PDF資料; 問合せ・見積導線",ai_ops,A,y,
163,有限会社加藤建築,"info@katoukenchiku.jp","https://www.katoukenchiku.jp/","https://www.katoukenchiku.jp/company.html",埼玉,G1_WEAK,inside,2,1,3,ai_ops,"FAX表記; 問合せ・見積導線; 見積・対応エリア訴求",ai_ops,A,y,
164,上武・リフォーム,"mmytoka@nifty.com","http://jobu.la.coocan.jp/","https://jobu.la.coocan.jp/",埼玉,G1_WEAK,inside,2,1,3,ai_ops,"FAX表記; 問合せ・見積導線; 見積・対応エリア訴求",ai_ops,A,y,
165,(株)タカノホーム,"info@takanohome.co.jp","http://www.takanohome.co.jp/index.php","https://www.takanohome.co.jp/toiawase/index.html",福岡,G1_MODERN,inside,0,2,4,ai_ops,"HP整備済(G1_MODERN); FAX表記; 問合せ・見積導線",ai_ops,A,y,
166,エコワークス(株),"info@eco-works.jp","http://www.eco-works.jp/","https://www.eco-works.jp/",福岡,G1_MODERN,inside,0,3,3,recruit,"採用キーワード; 採用リンクあり(深掘り要); 工務店・建設",recruit,A,y,
167,(株)福岡工務店,"info@fukuoka-k.jp","https://www.fukuoka-k.jp/","https://www.fukuoka-k.jp/",福岡,G1_MODERN,inside,0,2,4,ai_ops,"HP整備済(G1_MODERN); FAX表記; 問合せ・見積導線",ai_ops,A,y,
168,(株)駅前工務店,"yourname@yourdomain.com","http://www.ekimaekoumuten.co.jp/","https://www.ekimaekoumuten.co.jp/inquiry/",福岡,G1_MODERN,inside,0,3,3,recruit,"採用キーワード; 採用リンクあり(深掘り要); 工務店・建設",recruit,A,y,
169,(有)三陽工務店,"info-34@sanyoukoumuten.co.jp","http://www.sanyoukoumuten.co.jp/company/company.html","https://www.sanyoukoumuten.co.jp/company/company.html",神奈川,G1_MODERN,inside,0,2,4,ai_ops,"HP整備済(G1_MODERN); FAX表記; 問合せ・見積導線",ai_ops,A,y,
170,(有)木匠工務店,"info@mokusho.com","http://www.mokusho.com","https://www.mokusho.com/",神奈川,G1_MODERN,inside,0,1,5,ai_ops,"HP整備済(G1_MODERN); FAX表記; 問合せ・見積導線; 見積・対応エリア訴求",ai_ops,S,y,
171,(株)大川,"info@okawa-ss.co.jp","https://www.okawa-ss.co.jp/index2.html","https://www.okawa-ss.co.jp/",神奈川,G1_MODERN,inside,0,3,3,recruit,"採用キーワード; 採用リンクあり(深掘り要); 工務店・建設",recruit,A,y,
172,小松建設株式会社,"info@komatsu-co.com","https://www.komatsu-co.com/","https://www.komatsu-co.com/company/",東京,G1_MODERN,inside,0,2,4,ai_ops,"HP整備済(G1_MODERN); FAX表記; 問合せ・見積導線",ai_ops,A,y,
173,株式会社大悦工務店,"info@daietu-kk.co.jp","http://daietu-kk.co.jp/","https://daietu-kk.co.jp/",東京,G1_WEAK,inside,2,3,1,recruit,"採用キーワード; 採用リンクあり(深掘り要); 工務店・建設",recruit,A,y,
174,美空建株式会社,"info.bikuken@bikuken.co.jp","https://www.bikuken.co.jp/","https://www.bikuken.co.jp/company.html",東京,G1_MODERN,inside,0,2,4,ai_ops,"HP整備済(G1_MODERN); FAX表記; 問合せ・見積導線",ai_ops,A,y,
175,株式会社小須田建設工業,"info@kosuda-kk.com","https://kosuda-kk.com","https://kosuda-kk.com/inquiry/",埼玉,G1_WEAK,inside,2,3,1,recruit,"採用URL:/recruit/; 工務店・建設",recruit,A,y,
176,仁・幸夢店株式会社,"abc@mail.com","https://jin-gr.com/","https://jin-gr.com/contact/",千葉,G1_MODERN,inside,0,2,4,ai_ops,"HP整備済(G1_MODERN); 問合せ・見積導線; 見積・対応エリア訴求",ai_ops,A,y,
177,大五郎建設有限会社,"info@daigoro-kensetu.com","http://www.daigoro-kensetu.com/","https://www.daigoro-kensetu.com/",千葉,G1_WEAK,inside,2,1,3,ai_ops,"FAX表記; PDF資料; 問合せ・見積導線",ai_ops,A,y,
178,有限会社三堀工務店,"info@mihori.co.jp","http://www.mihori.co.jp/","https://mihori.co.jp/",千葉,G1_MODERN,inside,0,2,4,ai_ops,"HP整備済(G1_MODERN); FAX表記; 問合せ・見積導線",ai_ops,A,y,
179,有限会社水戸工務店,"info@mitok.jp","http://mitok.jp/","https://mitok.jp/about/",千葉,G1_MODERN,inside,0,2,4,ai_ops,"HP整備済(G1_MODERN); FAX表記; 問合せ・見積導線",ai_ops,A,y,
180,r-station,"info@r-station.net","https://www.r-station.net/","https://www.r-station.net/",東京,G1_MODERN,inside,0,2,4,ai_ops,"HP整備済(G1_MODERN); 問合せ・見積導線; 見積・対応エリア訴求",ai_ops,A,y,
181,taisei-re,"info@taisei-re.com","https://www.taisei-re.com/","https://www.taisei-re.com/company/",東京,G1_WEAK,inside,2,1,3,ai_ops,"FAX表記; PDF資料; 問合せ・見積導線",ai_ops,A,y,
182,川津工務店株式会社,"info@kawatsukoumuten.com","https://www.kawatsukoumuten.com/","https://www.kawatsukoumuten.com/contact",世田谷区,G1_WEAK,inside,1,2,3,ai_ops,"HP導線おおむね整備; 問合せ・見積導線; 見積・対応エリア訴求",,A,,
183,㈱吉楽工務店,"info@kichiraku.com","https://kichiraku.com/","https://kichiraku.com/",世田谷区,G1_WEAK,inside,1,3,2,recruit,"採用URL:/recruit/; 工務店・建設",,A,,
184,佐藤工務店,"info@satohkoumuten.com","https://satohkoumuten.com/","https://satohkoumuten.com/company",相模原,G1_WEAK,inside,3,1,2,hp_improve,"tel:なし; httpsサイト内http混在; 粗1点",,B,,
185,山崎工務店,"info@yamazaki-k.biz","https://www.yamazaki-k.biz/","https://www.yamazaki-k.biz/company/",立川,G1_MODERN,inside,0,1,5,ai_ops,"HP整備済(G1_MODERN); FAX表記; 問合せ・見積導線; 見積・対応エリア訴求",,S,,
186,石井建設工務店,"ishii@ishii-kensetsu-k.co.jp","https://www.ishii-kensetsu-k.co.jp/","https://www.ishii-kensetsu-k.co.jp/company/",松戸市,G1_MODERN,inside,0,1,5,ai_ops,"HP整備済(G1_MODERN); FAX表記; 問合せ・見積導線; 見積・対応エリア訴求",,S,,
187,住工房スタイル,"abc@abcd.co.jp","https://www.jukobo.jp/","https://www.jukobo.jp/about-recruit/",栄町,G1_WEAK,inside,2,3,1,recruit,"採用キーワード; 採用リンクあり(深掘り要); 工務店・建設",,A,,
188,株式会社ジェネシス,"info@genesis-ltd.co.jp","https://www.genesis-ltd.co.jp/","https://www.genesis-ltd.co.jp/toiawase/index.html",武蔵野市,G1_MODERN,inside,0,2,4,ai_ops,"HP整備済(G1_MODERN); FAX表記; 問合せ・見積導線",,A,,
189,ウッドシップ株式会社,"w.s@woodship.jp","https://www.woodship.jp/","https://www.woodship.jp/",小平市,G1_MODERN,inside,0,3,3,recruit,"採用キーワード; 採用リンクあり(深掘り要); 工務店・建設",,A,,
190,株式会社福田工務店,"fukudakoumuten@outlook.com","https://www.fukudakoumuten.net/","https://www.fukudakoumuten.net/",東大和市,G1_WEAK,inside,3,1,2,hp_improve,"tel:なし; ワンページ構成; 粗1点",,B,,
191,ハウスオブクラン株式会社,"houseofclan@gmail.com","https://houseofclan.com/","https://houseofclan.com/",蓮田市,G1_MODERN,inside,0,1,5,ai_ops,"HP整備済(G1_MODERN); FAX表記; 問合せ・見積導線; 見積・対応エリア訴求",,S,,
192,古川工務店,"dhf@xxx.com","https://dh-f.jp/furukawa/","https://dh-f.jp/contactform/",鶴ヶ島市,G1_MODERN,inside,0,1,5,ai_ops,"HP整備済(G1_MODERN); FAX表記; PDF資料; 問合せ・見積導線",,S,,
193,株式会社伊藤木材建設,"ngominoie1@themis.ocn.ne.jp","https://www.ito-mokuzaikensetsu.com/","https://www.ito-mokuzaikensetsu.com/toiawase/index.html",日高市,G1_MODERN,inside,0,2,4,ai_ops,"HP整備済(G1_MODERN); FAX表記; 問合せ・見積導線",,A,,
194,株式会社松崎住宅産業,"aaa@aaaa.co.jp","https://www.mjs-housing.co.jp/","https://www.mjs-housing.co.jp/contact/",横瀬町,G1_WEAK,inside,2,1,3,ai_ops,"FAX表記; PDF資料; 問合せ・見積導線",,A,,
195,有限会社鎌田工務店,"info@kamata-k.jp","https://www.kamata-k.jp/","https://www.kamata-k.jp/",仙台,G1_MODERN,inside,0,1,4,ai_ops,"HP整備済(G1_MODERN); FAX表記; 問合せ・見積導線",ai_ops,A,y,
196,いなばハウジング株式会社,"info@xxx.com","https://inabahousing.com/","https://inabahousing.com/contact/",鳥取,G1_MODERN,inside,0,1,4,ai_ops,"HP整備済(G1_MODERN); FAX表記; 問合せ・見積導線",ai_ops,A,y,
197,株式会社カネタケ建設,"info@kanetake-kensetu.com","http://www.kanetake-kensetu.com/","https://kanetake-kensetu.com/company/",十日町,G1_WEAK,inside,1,1,3,ai_ops,"HP導線おおむね整備; FAX表記; 問合せ・見積導線",ai_ops,A,y,
198,株式会社菅原工務店,"info@sugawara-koumuten.com","http://sugawara-koumuten.com/","https://www.sugawara-koumuten.com/contact/",大崎,G1_WEAK,inside,1,1,3,ai_ops,"HP導線おおむね整備; FAX表記; 問合せ・見積導線",ai_ops,A,y,
199,株式会社福山Three door,"info@fukuyamathreedoor.co.jp","https://www.3door.jp","https://www.3door.jp/contact/",福山,G1_MODERN,inside,0,1,4,ai_ops,"HP整備済(G1_MODERN); FAX表記; 問合せ・見積導線",ai_ops,A,y,
200,株式会社広瀬住宅計画,"info@hirose-sc.com","http://hirose-sc.com/","https://hirose-sc.com/company/",前橋,G1_MODERN,inside,0,1,4,ai_ops,"HP整備済(G1_MODERN); FAX表記; 問合せ・見積導線",ai_ops,A,y,
201,株式会社コムハウジング,"request@comhousing.com","http://www.comhousing.com","https://www.comhousing.com/toiawase/index.html",岡山,G1_MODERN,inside,0,1,4,ai_ops,"HP整備済(G1_MODERN); FAX表記; 問合せ・見積導線",ai_ops,A,y,
202,株式会社イチマルホーム,".abcd@sample.co.jp","http://www.ichimaruhome.com","https://www.ichimaruhome.com/contact/",赤磐,G1_MODERN,inside,0,1,4,ai_ops,"HP整備済(G1_MODERN); FAX表記; 問合せ・見積導線",ai_ops,A,y,
203,株式会社育暮家ハイホームス,"e-mail.hihomes@tokai.or.jp","http://www.hihomes.co.jp","https://hihomes.co.jp/",藤枝,G1_MODERN,inside,0,1,4,ai_ops,"HP整備済(G1_MODERN); FAX表記; 問合せ・見積導線",ai_ops,A,y,
204,株式会社すまいるほーむ,"info@smile-life.jp","http://smile-life.jp/","https://smile-life.jp/",富山,G1_MODERN,inside,0,2,3,ai_ops,"HP整備済(G1_MODERN); 問合せ・見積導線",ai_ops,A,y,
205,有限会社谷村工務店,"info@tanimura-sc.com","http://www.tanimura-sc.com/","https://tanimura-sc.com/",東村山,G1_MODERN,inside,0,1,4,ai_ops,"HP整備済(G1_MODERN); FAX表記; 問合せ・見積導線",ai_ops,A,y,
206,藏家,"info@kura-ya.net","http://www.kura-ya.net/","https://kura-ya.net/",大阪,G1_MODERN,inside,0,2,3,ai_ops,"HP整備済(G1_MODERN); 問合せ・見積導線",ai_ops,A,y,
207,株式会社飛鳥,"asuka5511@voice.ocn.ne.jp","http://asukalife.com/","https://www.asukalife.com/",桜井,G1_MODERN,inside,0,1,4,ai_ops,"HP整備済(G1_MODERN); FAX表記; 問合せ・見積導線",ai_ops,A,y,
208,株式会社ヒロハウス,"info@hilohouse.net","http://www.hilohouse.net/","https://www.hilohouse.net/",久山,G1_MODERN,inside,0,1,4,ai_ops,"HP整備済(G1_MODERN); FAX表記; 問合せ・見積導線",ai_ops,A,y,
209,未来アート株式会社,"info@mirai-art.co.jp","https://mirai-art.co.jp","https://mirai-art.co.jp/",埼玉,G1_MODERN,inside,0,1,4,ai_ops,"HP整備済(G1_MODERN); FAX表記; 問合せ・見積導線",ai_ops,A,y,
210,(株)リバティーホーム,"yourname@yourdomain.com","http://libertygroup.jp/","https://libertygroup.jp/company/",福岡,G1_MODERN,inside,0,1,4,ai_ops,"HP整備済(G1_MODERN); FAX表記; 問合せ・見積導線",ai_ops,A,y,
211,九州八重洲(株),"info@kyushu-yaesu.co.jp","http://www.kyushu-yaesu.co.jp/","https://www.y98.jp/contact/",福岡,G1_MODERN,inside,0,1,4,ai_ops,"HP整備済(G1_MODERN); FAX表記; 問合せ・見積導線",ai_ops,A,y,
212,(株)大幸商事,"contact@eto-web.com","http://www.eto-web.com/","https://eto-web.com/",福岡,G1_MODERN,inside,0,1,4,ai_ops,"HP整備済(G1_MODERN); FAX表記; 問合せ・見積導線",ai_ops,A,y,
213,(株)西江ハウジング,"info@nishie-housing.com","http://nishie-housing.com/","https://nishie-housing.com/",福岡,G1_WEAK,inside,1,1,3,ai_ops,"HP導線おおむね整備; FAX表記; 問合せ・見積導線",ai_ops,A,y,
214,(株)中山建設,"nk@nakaken.info","https://nakaken-nh.jp/","https://nakaken-nh.jp/about/",神奈川,G1_MODERN,inside,0,1,4,ai_ops,"HP整備済(G1_MODERN); FAX表記; 問合せ・見積導線",ai_ops,A,y,
215,テクニカルホーム 株式会社,"info@technical-home.co.jp","http://www.technical-home.co.jp/","https://www.technical-home.co.jp/company/",神奈川,G1_MODERN,inside,0,1,4,ai_ops,"HP整備済(G1_MODERN); FAX表記; 問合せ・見積導線",ai_ops,A,y,
216,有限会社谷村工務店,"info@tanimura-sc.com","https://www.tanimura-sc.com","https://tanimura-sc.com/",東京,G1_MODERN,inside,0,1,4,ai_ops,"HP整備済(G1_MODERN); FAX表記; 問合せ・見積導線",ai_ops,A,y,
217,株式会社吉澤建設工業,"info@yoshizawa-kk.co.jp","http://www.yoshizawa-kk.co.jp","https://www.yoshizawa-kk.co.jp/",埼玉,G1_MODERN,inside,0,1,4,ai_ops,"HP整備済(G1_MODERN); FAX表記; 問合せ・見積導線",ai_ops,A,y,
218,kurasu,"info@kurasu.co.jp","https://kurasu.co.jp/","https://kurasu.co.jp/",東京,G1_MODERN,inside,0,2,3,ai_ops,"HP整備済(G1_MODERN); 問合せ・見積導線",ai_ops,A,y,
219,fabworks,"info@fabworks.co.jp","https://www.fabworks.co.jp/","https://www.fabworks.co.jp/company/",東京,G1_MODERN,inside,0,1,4,ai_ops,"HP整備済(G1_MODERN); FAX表記; 問合せ・見積導線",ai_ops,A,y,
220,大久保工務店,"info@ookubo-k.com","https://www.ookubo-k.com/","https://www.ookubo-k.com/",八王子,G1_MODERN,inside,0,1,4,ai_ops,"HP整備済(G1_MODERN); FAX表記; 問合せ・見積導線",,A,,
221,清水台工務店,"info@shimizudai.com","https://www.shimizudai.com/","https://www.shimizudai.com/",野田市,G1_MODERN,inside,0,1,4,ai_ops,"HP整備済(G1_MODERN); FAX表記; 問合せ・見積導線",,A,,
222,日建ホーム,"nikken@n-home.co.jp","https://www.n-home.co.jp/","https://www.n-home.co.jp/",我孫子市,G1_MODERN,inside,0,2,3,ai_ops,"HP整備済(G1_MODERN); 問合せ・見積導線",,A,,
223,真行寺建設,"info@shin-ken.net","https://www.shin-ken.net/","https://www.shin-ken.net/toiawase/index.html",芝山町,G1_MODERN,inside,0,1,4,ai_ops,"HP整備済(G1_MODERN); FAX表記; 問合せ・見積導線",,A,,
224,株式会社榎本工務店,"info@em-komuten.jp","https://www.em-komuten.jp/","https://www.em-komuten.jp/contact",狛江市,G1_MODERN,inside,0,2,3,ai_ops,"HP整備済(G1_MODERN); 問合せ・見積導線",,A,,
