company,email,site_url,prefecture,scan_status,track,hp_score,recruit_score,ai_score,recommended_campaign,campaign_evidence,owner_campaign,status,notes,sent_at,send_tier
株式会社吉田組,"info@yoshidagumi.com","https://www.yoshidagumi.com/",西尾市,G1_MODERN,inside,0,2,4,ai_ops,"HP整備済(G1_MODERN); FAX表記; 問合せ・見積導線",ai_ops,approved,"/ owner承認 2026-08-31 AI業務改善 queue_seq=123",,A
株式会社吉澤建設工業,"info@yoshizawa-kk.co.jp","https://www.yoshizawa-kk.co.jp/",埼玉,G1_MODERN,inside,0,1,4,ai_ops,"HP整備済(G1_MODERN); FAX表記; 問合せ・見積導線",ai_ops,approved,"/ owner承認 2026-08-31 AI業務改善 queue_seq=167",,A
株式会社建販,"info@kenpan.jp","https://kenpan.jp/company",鳥取,G1_MODERN,inside,0,2,4,ai_ops,"HP整備済(G1_MODERN); FAX表記; 問合せ・見積導線",ai_ops,approved,"/ owner承認 2026-08-31 AI業務改善 queue_seq=115",,A
株式会社五十嵐工匠,"glt@lixil.com","https://www.ii-ie2.net/about/",会津若松,G1_WEAK,inside,2,2,3,ai_ops,"PDF資料; 問合せ・見積導線; 見積・対応エリア訴求",ai_ops,approved,"/ owner承認 2026-08-31 AI業務改善 queue_seq=82",,A
株式会社広瀬住宅計画,"info@hirose-sc.com","https://hirose-sc.com/company/",前橋,G1_MODERN,inside,0,1,4,ai_ops,"HP整備済(G1_MODERN); FAX表記; 問合せ・見積導線",ai_ops,approved,"/ owner承認 2026-08-31 AI業務改善 queue_seq=150",,A
株式会社荒川工務店,"yourmail@sample.co.jp","https://www.kk-arakawa.co.jp/contact",豊橋市,G1_WEAK,inside,2,4,1,recruit,"採用URL:/recruit; 採用キーワード; 工務店・建設",recruit,approved,"/ owner承認 2026-08-31 採用改善 queue_seq=88",,A
株式会社高棟建設工業,"info@takamune.co.jp","https://www.takamune.co.jp/",横浜,G1_WEAK,inside,2,1,2,skip,"全スコア不足(hp=2,recruit=1,ai=2)",,pool_skip,"",,hold
株式会社今工務所,"info@kon-koum.co.jp","https://www.kon-koum.co.jp/form",青森,G1_WEAK,inside,2,4,2,recruit,"採用URL:/recruit; 採用キーワード; 工務店・建設",recruit,approved,"/ owner承認 2026-08-31 採用改善 queue_seq=26",,A
株式会社山川工務店,"yamakawakomutenn@gmail.com","https://yamakawakoumuten.com/company/",荒尾,G1_WEAK,inside,2,1,2,skip,"全スコア不足(hp=2,recruit=1,ai=2)",,pool_skip,"",,hold
株式会社氏家,"mail_to@ujiie.com","https://www.comjapan.net/",福島,G1_WEAK,inside,2,1,1,skip,"全スコア不足(hp=2,recruit=1,ai=1)",,pool_skip,"",,hold
株式会社守重建設,"t_yamada@sample.jp","https://www.morisigekensetu.jp/inquiry/",東京,G1_MODERN,inside,0,1,3,ai_ops,"HP整備済(G1_MODERN); 問合せ・見積導線",ai_ops,approved,"/ owner承認 2026-08-31 AI業務改善 queue_seq=175",,A
株式会社住建,"info@reform-jyuken.com","https://reform-jyuken.com/about/",甲斐,G1_MODERN,inside,0,3,5,ai_ops,"HP整備済(G1_MODERN); FAX表記; 問合せ・見積導線; 見積・対応エリア訴求",ai_ops,approved,"/ owner承認 2026-08-31 AI業務改善 queue_seq=34",,S
株式会社匠技建,"info@takumigiken.com","https://www.takumigiken.com/contact",立川,G1_WEAK,inside,2,4,1,recruit,"採用URL:/recruit; 採用キーワード; 工務店・建設",recruit,approved,"/ owner承認 2026-08-31 採用改善 / owner承認 2026-08-31 採用改善 queue_seq=108",,A
株式会社匠技建,"info@takumigiken.com","https://www.takumigiken.com/contact",東京,G1_WEAK,inside,2,4,1,recruit,"採用URL:/recruit; 採用キーワード; 工務店・建設",,pool,"",,A
株式会社小須田建設工業,"info@kosuda-kk.com","https://kosuda-kk.com/inquiry/",埼玉,G1_WEAK,inside,2,3,1,recruit,"採用URL:/recruit/; 工務店・建設",recruit,approved,"/ owner承認 2026-08-31 採用改善 queue_seq=138",,A
株式会社小椋建築,"info@ogura-build.com","https://ogura-build.co.jp/about/company/",富山,G1_WEAK,inside,2,1,2,skip,"全スコア不足(hp=2,recruit=1,ai=2)",,pool_skip,"",,hold
株式会社松本工務店,"info@matsumotok.co.jp","https://matsumotok.co.jp/",白河,G1_MODERN,inside,0,2,4,ai_ops,"HP整備済(G1_MODERN); FAX表記; 問合せ・見積導線",ai_ops,approved,"/ owner承認 2026-08-31 AI業務改善 queue_seq=113",,A
株式会社森川建築事務所,"info@morikawa-ie.com","https://morikawa-ie.com/contact",秋田,G1_WEAK,inside,2,1,1,skip,"全スコア不足(hp=2,recruit=1,ai=1)",,pool_skip,"",,hold
株式会社杉本組,"honsya@sugimotogumi.co.jp","https://www.sugimotogumi.co.jp/company.php/",名古屋市,G1_WEAK,inside,2,4,2,recruit,"採用URL:/recruit/; 採用キーワード; 工務店・建設",recruit,approved,"/ owner承認 2026-08-31 採用改善 queue_seq=47",,A
株式会社菅原工務店,"info@sugawara-koumuten.com","https://www.sugawara-koumuten.com/contact/",大崎,G1_WEAK,inside,1,1,3,ai_ops,"HP導線おおむね整備; FAX表記; 問合せ・見積導線",ai_ops,approved,"/ owner承認 2026-08-31 AI業務改善 queue_seq=148",,A
株式会社石山工業所,"info@sigoto-kitiri.com","https://www.sigoto-kitiri.com/corporate/",さいたま,G1_WEAK,inside,2,1,3,ai_ops,"HP導線おおむね整備; FAX表記; 問合せ・見積導線",ai_ops,approved,"/ owner承認 2026-08-31 AI業務改善 queue_seq=120",,A
株式会社石川商会住宅機材,"info@ishikawa-reform.jp","https://ishikawa-reform.jp/company/",千葉,G1_MODERN,inside,0,4,4,recruit,"採用URL:/recruit/; 採用キーワード; 工務店・建設",recruit,approved,"/ owner承認 2026-08-31 採用改善 queue_seq=69",,A
株式会社仙臺屋,"info@sendaiya1000.com","https://sendaiya1000.com/about-us/",仙台,G1_MODERN,inside,0,2,4,ai_ops,"HP整備済(G1_MODERN); FAX表記; 問合せ・見積導線",ai_ops,approved,"/ owner承認 2026-08-31 AI業務改善 queue_seq=117",,A
株式会社千田建設,"info@sendakensetsu.jp","https://sendakensetsu.jp/",倉敷,G1_MODERN,inside,0,1,3,ai_ops,"HP整備済(G1_MODERN); 問合せ・見積導線",ai_ops,approved,"/ owner承認 2026-08-31 AI業務改善 queue_seq=172",,A
株式会社大悦工務店,"info@daietu-kk.co.jp","https://daietu-kk.co.jp/",東京,G1_WEAK,inside,2,3,1,recruit,"採用キーワード; 採用リンクあり(深掘り要); 工務店・建設",recruit,approved,"/ owner承認 2026-08-31 採用改善 queue_seq=136",,A
株式会社大進,"info@daishin-21.com","https://daishin-21.com/",半田市,G1_WEAK,inside,2,1,2,skip,"全スコア不足(hp=2,recruit=1,ai=2)",,pool_skip,"",,hold
株式会社大藪組,"info@oh-yabu.co.jp","https://oh-yabu.co.jp/contact/",筑後,G1_MODERN,inside,0,4,4,recruit,"採用URL:/recruit/; 採用キーワード; 工務店・建設",recruit,approved,"/ owner承認 2026-08-31 採用改善 queue_seq=50",,A
株式会社中井総合建築,"info@nakaisogo.com","https://www.nakaisogo.com/",越前,G1_WEAK,inside,2,1,2,skip,"全スコア不足(hp=2,recruit=1,ai=2)",,pool_skip,"",,hold
株式会社長谷川萬治商店,"post@haseman.co.jp","https://www.haseman.co.jp/",江東,G1_MODERN,inside,0,4,4,recruit,"採用URL:/recruit/; 採用キーワード; 工務店・建設",recruit,approved,"/ owner承認 2026-08-31 採用改善 queue_seq=37",,A
株式会社田村ビルズ,"info@tmrkz.com","https://tamura-builds.co.jp/contact/",山口,G1_WEAK,inside,2,4,1,recruit,"採用URL:/recruit/; 採用キーワード; 工務店・建設",recruit,approved,"/ owner承認 2026-08-31 採用改善 queue_seq=93",,A
株式会社登昭建設,"cozy@aitonukumorinoie.net","https://aitonukumorinoie.net/company/",岐阜,G1_MODERN,inside,0,2,4,ai_ops,"HP整備済(G1_MODERN); FAX表記; 問合せ・見積導線",ai_ops,approved,"/ owner承認 2026-08-31 AI業務改善 queue_seq=122",,A
株式会社東海エコン,"econ@wine.ocn.ne.jp","https://www.tokaiecon.com/",常滑市,G1_MODERN,inside,0,4,4,recruit,"採用URL:/recruit; 採用キーワード; 工務店・建設",recruit,approved,"/ owner承認 2026-08-31 採用改善 queue_seq=44",,A
株式会社棟匠,"info@kk-tosho.co.jp","https://www.kk-tosho.co.jp/contact/",水戸,G1_MODERN,inside,0,4,5,ai_ops,"HP整備済(G1_MODERN); FAX表記; PDF資料; 問合せ・見積導線",ai_ops,approved,"/ owner承認 2026-08-31 AI業務改善 queue_seq=13",,S
株式会社筒井工務店,"info@tsutsui-k.co.jp","https://tsutsui-k.co.jp/company/",新城市,G1_WEAK,inside,2,3,2,recruit,"採用URL:/recruit/; 工務店・建設",recruit,approved,"/ owner承認 2026-08-31 採用改善 queue_seq=89",,A
株式会社藤島建設,"t_yamada@gmail.com","https://fujishima-kensetsu.co.jp/contact/",埼玉,G1_MODERN,inside,0,4,4,recruit,"採用URL:/recruit/; 採用キーワード; 工務店・建設",recruit,approved,"/ owner承認 2026-08-31 採用改善 queue_seq=51",,A
株式会社栃毛木材工業,"info@tochimou.jp","https://tochimou.jp/contact/",鹿沼,G1_MODERN,inside,0,4,4,recruit,"採用URL:/recruit/; 採用キーワード; 工務店・建設",recruit,approved,"/ owner承認 2026-08-31 採用改善 queue_seq=36",,A
株式会社内山ホーム,"t_yamada@sample.jp","https://www.uchiyama-home.com/inquiry",南魚沼,G1_MODERN,inside,0,4,3,recruit,"採用URL:/recruit/; 採用キーワード; 工務店・建設",recruit,approved,"/ owner承認 2026-08-31 採用改善 queue_seq=77",,A
株式会社日東建設,"info@nitto-kensetsu.co.jp","https://www.nitto-kensetsu.co.jp/",名古屋市,G1_MODERN,inside,0,4,5,ai_ops,"HP整備済(G1_MODERN); FAX表記; PDF資料; 問合せ・見積導線",ai_ops,approved,"/ owner承認 2026-08-31 AI業務改善 queue_seq=15",,S
株式会社日本空間,"info@nippon-kukan.co.jp","https://nippon-kukan.co.jp/",東京,G1_MODERN,inside,0,4,3,recruit,"採用URL:/recruit/; 採用キーワード; 工務店・建設",recruit,approved,"/ owner承認 2026-08-31 採用改善 queue_seq=109",,A
株式会社萩原工務店,"info@hagiwara-k.com","https://www.hagiwara-k.com/contact/",岡崎,G1_WEAK,inside,2,1,2,skip,"全スコア不足(hp=2,recruit=1,ai=2)",,pool_skip,"",,hold
株式会社飛鳥,"asuka5511@voice.ocn.ne.jp","https://www.asukalife.com/",桜井,G1_MODERN,inside,0,1,4,ai_ops,"HP整備済(G1_MODERN); FAX表記; 問合せ・見積導線",ai_ops,approved,"/ owner承認 2026-08-31 AI業務改善 queue_seq=157",,A
株式会社飛鳥建築,"info@asuka-kk.com","https://asuka-kk.com/",狭山,G1_MODERN,inside,0,3,3,recruit,"採用キーワード; 採用リンクあり(深掘り要); 工務店・建設",recruit,approved,"/ owner承認 2026-08-31 採用改善 queue_seq=116",,A
株式会社服部工務店,"hk-kouzi@xpost.plala.or.jp","https://www.hattori-koumuten.net/about/",春日井市,G1_WEAK,inside,2,4,3,recruit,"採用URL:/recruit; 採用キーワード; 工務店・建設",recruit,approved,"/ owner承認 2026-08-31 採用改善 queue_seq=16",,A
株式会社福山Three door,"info@fukuyamathreedoor.co.jp","https://www.3door.jp/contact/",福山,G1_MODERN,inside,0,1,4,ai_ops,"HP整備済(G1_MODERN); FAX表記; 問合せ・見積導線",ai_ops,approved,"/ owner承認 2026-08-31 AI業務改善 queue_seq=149",,A
株式会社望月工務店,"hikaru@mochizuki-koumuten.jp","https://www.mochizuki-koumuten.jp/",山梨,G1_WEAK,inside,2,1,2,skip,"全スコア不足(hp=2,recruit=1,ai=2)",,pool_skip,"",,hold
株式会社野々川工務店,"nonogawa@space.ne.jp","https://nonogawa-koumuten.com/",小牧市,G1_WEAK,inside,2,2,3,ai_ops,"FAX表記; PDF資料; 問合せ・見積導線",ai_ops,approved,"/ owner承認 2026-08-31 AI業務改善 queue_seq=92",,A
株式会社鈴木工務店,"info@okumaya.co.jp","https://www.okumaya.co.jp/contact",鋸南,G1_WEAK,inside,2,2,2,skip,"全スコア不足(hp=2,recruit=2,ai=2)",,pool_skip,"",,hold
株式会社六花舎設計,"info@rokkasha.com","https://www.rokkasha.com/contact/",久喜,G1_MODERN,inside,0,4,4,recruit,"採用URL:/recruit/; 採用キーワード; 工務店・建設",recruit,approved,"/ owner承認 2026-08-31 採用改善 queue_seq=30",,A
株式会社髙藤建設,"yourname@takatohome.co.jp","https://takatohome.co.jp/contact/",太田,G1_MODERN,inside,0,4,3,recruit,"採用URL:/recruit/; 採用キーワード; 工務店・建設",recruit,approved,"/ owner承認 2026-08-31 採用改善 queue_seq=79",,A
岩部建設株式会社,"iis@iwabe.co.jp","https://www.iwabe.co.jp/access",知多郡武豊町,G1_WEAK,inside,2,4,2,recruit,"採用URL:/recruit; 採用キーワード; 工務店・建設",recruit,approved,"/ owner承認 2026-08-31 採用改善 queue_seq=43",,A
吉原建設株式会社,"info@ycc-yoshihara.co.jp","https://ycc-yoshihara.co.jp/company/",刈谷市,G1_WEAK,inside,2,6,3,recruit,"採用URL:/recruit/; 採用キーワード; 採用ページ更新古い(2018); 工務店・建設",recruit,approved,"/ owner承認 2026-08-31 採用改善 queue_seq=3",,S
宮﨑建築株式会社,"info@miyazakikenchiku.com","https://www.miyazakikenchiku.com/",阿賀野,G1_WEAK,inside,2,1,2,skip,"全スコア不足(hp=2,recruit=1,ai=2)",,pool_skip,"",,hold
近代ホーム株式会社,"info@100kj.co.jp","https://www.100kj.co.jp/",神奈川,G1_MODERN,inside,0,4,3,recruit,"採用URL:/recruit/; 採用キーワード; 工務店・建設",recruit,approved,"/ owner承認 2026-08-31 採用改善 queue_seq=107",,A
九州八重洲(株),"info@kyushu-yaesu.co.jp","https://www.y98.jp/contact/",福岡,G1_MODERN,inside,0,1,4,ai_ops,"HP整備済(G1_MODERN); FAX表記; 問合せ・見積導線",ai_ops,approved,"/ owner承認 2026-08-31 AI業務改善 queue_seq=161",,A
建築プランナー(株),"info@kpkp.co.jp","https://kpkp.co.jp/company/",福岡,G1_MODERN,inside,0,1,3,ai_ops,"HP整備済(G1_MODERN); 問合せ・見積導線",ai_ops,approved,"/ owner承認 2026-08-31 AI業務改善 queue_seq=174",,A
坂猛建設有限会社,"info@xxx.com","https://bantake.co.jp/company/",東海,G1_WEAK,inside,2,3,3,recruit,"採用URL:/recruit/; 工務店・建設",recruit,approved,"/ owner承認 2026-08-31 採用改善 queue_seq=49",,A
榊原建設株式会社,"info@sakakibara-cons.co.jp","https://www.sakakibara-cons.co.jp/contact",一宮市,G1_WEAK,inside,2,4,1,recruit,"採用URL:/recruit/; 採用キーワード; 工務店・建設",recruit,approved,"/ owner承認 2026-08-31 採用改善 queue_seq=85",,A
三ヶ島製材株式会社,"mikajima@ictv.ne.jp","https://www.mikajima.co.jp/",埼玉,G1_WEAK,inside,2,4,2,recruit,"採用URL:/採用/; 採用キーワード; 工務店・建設",recruit,approved,"/ owner承認 2026-08-31 採用改善 queue_seq=55",,A
山崎建設株式会社,"kuwagaiweb@gmail.com","https://yamaken1111.com/",岡崎市,G1_WEAK,inside,2,2,2,skip,"全スコア不足(hp=2,recruit=2,ai=2)",,pool_skip,"",,hold
十色建築株式会社,"info@toirokenchiku.com","https://www.toirokenchiku.com/",神奈川,G1_WEAK,inside,2,1,1,skip,"全スコア不足(hp=2,recruit=1,ai=1)",,pool_skip,"",,hold
十和建設株式会社,"towa448@green.ocn.ne.jp","https://www.towa-kensetsu.co.jp/company/",鶴岡,G1_WEAK,inside,2,4,2,recruit,"採用URL:/recruit/; 採用キーワード; 工務店・建設",recruit,approved,"/ owner承認 2026-08-31 採用改善 queue_seq=32",,A
春田建設株式会社,"haruta@haruta-kk.com","https://haruta-kk.com/",名古屋市,G1_MODERN,inside,0,4,3,recruit,"採用URL:/recruit/; 採用キーワード; 工務店・建設",recruit,approved,"/ owner承認 2026-08-31 採用改善 queue_seq=91",,A
小原木材株式会社,"info@obaramokuzai.co.jp","https://obaramokuzai.jp/company/access/",岡崎市,G1_WEAK,inside,2,3,3,recruit,"採用URL:/recruit/; 工務店・建設",recruit,approved,"/ owner承認 2026-08-31 採用改善 queue_seq=42",,A
小松建設株式会社,"info@komatsu-co.com","https://www.komatsu-co.com/company/",東京,G1_MODERN,inside,0,2,4,ai_ops,"HP整備済(G1_MODERN); FAX表記; 問合せ・見積導線",ai_ops,approved,"/ owner承認 2026-08-31 AI業務改善 queue_seq=135",,A
小泉木材(株),"info@woodmeister.jp","https://kizuki-home.co.jp/terracehouse/access/",神奈川,G1_MODERN,inside,0,3,4,ai_ops,"HP整備済(G1_MODERN); 問合せ・見積導線; 見積・対応エリア訴求",ai_ops,approved,"/ owner承認 2026-08-31 AI業務改善 queue_seq=105",,A
上武・リフォーム,"mmytoka@nifty.com","https://jobu.la.coocan.jp/",埼玉,G1_WEAK,inside,2,1,3,ai_ops,"FAX表記; 問合せ・見積導線; 見積・対応エリア訴求",ai_ops,approved,"/ owner承認 2026-08-31 AI業務改善 queue_seq=127",,A
仁・幸夢店株式会社,"abc@mail.com","https://jin-gr.com/contact/",千葉,G1_MODERN,inside,0,2,4,ai_ops,"HP整備済(G1_MODERN); 問合せ・見積導線; 見積・対応エリア訴求",ai_ops,approved,"/ owner承認 2026-08-31 AI業務改善 queue_seq=139",,A
杉林建設株式会社,"yyy@zzz.co.jp","https://www.sugibayashi.co.jp/contact",岡崎市,G1_WEAK,inside,2,4,3,recruit,"採用URL:/recruit/; 採用キーワード; 工務店・建設",recruit,approved,"/ owner承認 2026-08-31 採用改善 queue_seq=14",,A
成真株式会社,"info@nalumi.jp","https://nalumi.jp/",柏崎,G1_WEAK,inside,2,1,1,skip,"全スコア不足(hp=2,recruit=1,ai=1)",,pool_skip,"",,hold
西渕工務店,"info@e-nishibuchi.co.jp","https://www.e-nishibuchi.co.jp/",愛媛,G1_MODERN,inside,0,4,5,ai_ops,"HP整備済(G1_MODERN); FAX表記; PDF資料; 問合せ・見積導線",ai_ops,approved,"/ owner承認 2026-08-31 AI業務改善 queue_seq=8",,S
石川工務店,"info@waraku-i.com","https://www.waraku-i.com/",西条,G1_MODERN,inside,0,4,4,recruit,"採用URL:/recruit/; 採用キーワード; 工務店・建設",recruit,approved,"/ owner承認 2026-08-31 採用改善 queue_seq=25",,A
早川木材株式会社,"t_yamada@sample.jp","https://www.hayakawamokuzai.co.jp/inquiry",神奈川,G1_WEAK,inside,2,4,4,recruit,"採用URL:/recruit/; 採用キーワード; 工務店・建設",recruit,approved,"/ owner承認 2026-08-31 採用改善 queue_seq=6",,A
太啓建設株式会社,"info@taikei-con.co.jp","https://www.taikei-con.co.jp/contact/",豊田市,G1_MODERN,inside,0,4,3,recruit,"採用URL:/recruit/; 採用キーワード; 工務店・建設",recruit,approved,"/ owner承認 2026-08-31 採用改善 queue_seq=90",,A
大栄建設株式会社,"daiei@hyper.ocn.ne.jp","https://daiei-kensetsu.com/company.html",弥富市,G1_WEAK,inside,2,3,2,recruit,"採用キーワード; 採用リンクあり(深掘り要); 工務店・建設",recruit,approved,"/ owner承認 2026-08-31 採用改善 queue_seq=86",,A
大五郎建設有限会社,"info@daigoro-kensetu.com","https://www.daigoro-kensetu.com/",千葉,G1_WEAK,inside,2,1,3,ai_ops,"FAX表記; PDF資料; 問合せ・見積導線",ai_ops,approved,"/ owner承認 2026-08-31 AI業務改善 queue_seq=140",,A
大精建設株式会社,"kk.taisei@usiwakamaru.or.jp","https://taisei1920.co.jp/contact/",一宮市,G1_WEAK,inside,1,6,4,recruit,"採用URL:/recruit/; 採用キーワード; 採用ページ更新古い(2014); 工務店・建設",recruit,approved,"/ owner承認 2026-08-31 採用改善 queue_seq=2",,S
大東住宅株式会社,"info@daitojyutaku.co.jp","https://www.daitojyutaku.co.jp/",大和,G1_MODERN,inside,0,3,5,ai_ops,"HP整備済(G1_MODERN); FAX表記; PDF資料; 問合せ・見積導線",ai_ops,approved,"/ owner承認 2026-08-31 AI業務改善 queue_seq=39",,S
大藤建設株式会社,"info@daitou-net.co.jp","https://www.daitou-net.co.jp/contact/",愛西市,G1_WEAK,inside,2,3,2,recruit,"採用URL:/recruit/; 工務店・建設",recruit,approved,"/ owner承認 2026-08-31 採用改善 queue_seq=87",,A
大野建設株式会社,"yourname@yourdomain.jp","https://www.oono.gr.jp/contact/",埼玉,G1_WEAK,inside,2,4,1,recruit,"採用URL:/recruit/; 採用キーワード; 工務店・建設",recruit,approved,"/ owner承認 2026-08-31 採用改善 queue_seq=98",,A
中原工務店,"info@i-nakahara.com","https://www.i-nakahara.com/about/",福岡,G1_WEAK,inside,2,3,2,recruit,"採用URL:/recruit/; 工務店・建設",recruit,approved,"/ owner承認 2026-08-31 採用改善 queue_seq=102",,A
中野建設株式会社,"info@nakanokensetsu.co.jp","https://nakanokensetsu.co.jp/form/",一宮市,G1_WEAK,inside,1,4,3,recruit,"採用URL:/recruit; 採用キーワード; 工務店・建設",recruit,approved,"/ owner承認 2026-08-31 採用改善 queue_seq=41",,A
長北工務店,"abc@domain.com","https://www.nagakita.co.jp/contact/",新潟,G1_WEAK,inside,2,2,2,skip,"全スコア不足(hp=2,recruit=2,ai=2)",,pool_skip,"",,hold
鳥飼建設(株),"torikaihome@torikaiken.co.jp","https://torikaiken.co.jp/company/",福岡,G1_MODERN,inside,0,4,4,recruit,"採用URL:/recruit/; 採用キーワード; 工務店・建設",recruit,approved,"/ owner承認 2026-08-31 採用改善 queue_seq=58",,A
東海スマート企業グループ株式会社,"info@alphahome-plus.com","https://www.alphahomeplus.co.jp/contact/",刈谷,G1_MODERN,inside,0,4,4,recruit,"採用URL:/recruit/; 採用キーワード; 工務店・建設",recruit,approved,"/ owner承認 2026-08-31 採用改善 queue_seq=28",,A
内田建設株式会社,"info@k-uchiken.com","https://www.k-uchiken.com/company/",東京,G1_MODERN,inside,0,4,5,ai_ops,"HP整備済(G1_MODERN); FAX表記; PDF資料; 問合せ・見積導線",ai_ops,approved,"/ owner承認 2026-08-31 AI業務改善 queue_seq=23",,S
日動建設株式会社,"mail@nichido-kensetsu.com","https://nichido-kensetsu.com/company/",千葉,G1_MODERN,inside,0,3,4,ai_ops,"HP整備済(G1_MODERN); FAX表記; 問合せ・見積導線",ai_ops,approved,"/ owner承認 2026-08-31 AI業務改善 queue_seq=111",,A
梅原建設(株),"info@umehara-cc.jp","https://umehara-cc.jp/company/",福岡,G1_MODERN,inside,0,4,4,recruit,"採用URL:/recruit/; 採用キーワード; 工務店・建設",recruit,approved,"/ owner承認 2026-08-31 採用改善 queue_seq=59",,A
白馬建設株式会社,"privacy@e-hakuba.com","https://www.e-hakuba.com/group/contact/",東村山,G1_WEAK,inside,2,4,2,recruit,"採用URL:/recruit; 採用キーワード; 工務店・建設",recruit,approved,"/ owner承認 2026-08-31 採用改善 queue_seq=38",,A
美空建株式会社,"info.bikuken@bikuken.co.jp","https://www.bikuken.co.jp/company.html",東京,G1_MODERN,inside,0,2,4,ai_ops,"HP整備済(G1_MODERN); FAX表記; 問合せ・見積導線",ai_ops,approved,"/ owner承認 2026-08-31 AI業務改善 queue_seq=137",,A
報告エンジニアリング(株),"hokoku@sample.jp","https://www.hokoku-eng.jp/form/",神奈川,G1_WEAK,inside,2,4,2,recruit,"採用URL:/recruit/; 採用キーワード; 工務店・建設",recruit,approved,"/ owner承認 2026-08-31 採用改善 queue_seq=64",,A
豊橋建設工業株式会社,"info@toyo-ken.com","https://www.toyo-ken.com/contact",豊橋市,G1_WEAK,inside,2,4,2,recruit,"採用URL:/recruit; 採用キーワード; 工務店・建設",recruit,approved,"/ owner承認 2026-08-31 採用改善 queue_seq=46",,A
未来アート株式会社,"info@mirai-art.co.jp","https://mirai-art.co.jp/",埼玉,G1_MODERN,inside,0,1,4,ai_ops,"HP整備済(G1_MODERN); FAX表記; 問合せ・見積導線",ai_ops,approved,"/ owner承認 2026-08-31 AI業務改善 queue_seq=159",,A
野末建築,"info@nozue.info","https://nozue.info/company/",滑川,G1_MODERN,inside,0,2,4,ai_ops,"HP整備済(G1_MODERN); FAX表記; 問合せ・見積導線",ai_ops,approved,"/ owner承認 2026-08-31 AI業務改善 queue_seq=121",,A
有限会社アベ設計室,"aabe@plum.plala.or.jp","https://r.goope.jp/abesekkeisitsu/",南魚沼,G1_WEAK,inside,2,3,2,recruit,"採用URL:/recruit/; 工務店・建設",recruit,approved,"/ owner承認 2026-08-31 採用改善 queue_seq=78",,A
有限会社ウェアハウス,"info@warehouse-k.jp","https://warehouse-k.jp/",京都,G1_WEAK,inside,2,1,1,skip,"全スコア不足(hp=2,recruit=1,ai=1)",,pool_skip,"",,hold
有限会社ニューチップ,"info@sample.co.jp","https://www.newchip.jp/contact/",越前,G1_MODERN,inside,0,4,4,recruit,"採用URL:/recruit; 採用キーワード; 工務店・建設",recruit,approved,"/ owner承認 2026-08-31 採用改善 queue_seq=33",,A
有限会社加藤建築,"info@katoukenchiku.jp","https://www.katoukenchiku.jp/company.html",埼玉,G1_WEAK,inside,2,1,3,ai_ops,"FAX表記; 問合せ・見積導線; 見積・対応エリア訴求",ai_ops,approved,"/ owner承認 2026-08-31 AI業務改善 queue_seq=126",,A
有限会社加藤木材,"woody@woody-katoh.com","https://woody-katoh.com/contact/",埼玉,G1_WEAK,inside,2,1,1,skip,"全スコア不足(hp=2,recruit=1,ai=1)",,pool_skip,"",,hold
有限会社鎌田工務店,"info@kamata-k.jp","https://www.kamata-k.jp/",仙台,G1_MODERN,inside,0,1,4,ai_ops,"HP整備済(G1_MODERN); FAX表記; 問合せ・見積導線",ai_ops,approved,"/ owner承認 2026-08-31 AI業務改善 queue_seq=145",,A
有限会社三堀工務店,"info@mihori.co.jp","https://mihori.co.jp/",千葉,G1_MODERN,inside,0,2,4,ai_ops,"HP整備済(G1_MODERN); FAX表記; 問合せ・見積導線",ai_ops,approved,"/ owner承認 2026-08-31 AI業務改善 queue_seq=141",,A
有限会社酒井建設,"info@email.jp","https://www.sakai-kensetsu.com/toi/",倉吉,G1_WEAK,inside,2,1,2,skip,"全スコア不足(hp=2,recruit=1,ai=2)",,pool_skip,"",,hold
有限会社春和建業,"info@syunwa.jp","https://www.syunwa.jp/",にかほ,G1_WEAK,inside,2,1,2,skip,"全スコア不足(hp=2,recruit=1,ai=2)",,pool_skip,"",,hold
有限会社尚建工務店,"info@sho-ken.jp","https://syo-ken.jp/contact-us/",日吉津,G1_MODERN,inside,0,3,3,recruit,"採用URL:/recruit/; 工務店・建設",recruit,approved,"/ owner承認 2026-08-31 採用改善 queue_seq=114",,A
有限会社松田宅建センター,"info@matsuda-takken.jp","https://www.matsuda-takken.jp/company/",山形,G1_WEAK,inside,2,1,2,skip,"全スコア不足(hp=2,recruit=1,ai=2)",,pool_skip,"",,hold
有限会社水戸工務店,"info@mitok.jp","https://mitok.jp/about/",千葉,G1_MODERN,inside,0,2,4,ai_ops,"HP整備済(G1_MODERN); FAX表記; 問合せ・見積導線",ai_ops,approved,"/ owner承認 2026-08-31 AI業務改善 queue_seq=142",,A
有限会社大賢工務店,"info@daiken-nc.com","https://office-daiken.jp/company/",千葉,G1_MODERN,inside,0,4,4,recruit,"採用URL:/recruit/; 採用キーワード; 工務店・建設",recruit,approved,"/ owner承認 2026-08-31 採用改善 queue_seq=68",,A
有限会社谷村工務店,"info@tanimura-sc.com","https://tanimura-sc.com/",東村山,G1_MODERN,inside,0,1,4,ai_ops,"HP整備済(G1_MODERN); FAX表記; 問合せ・見積導線",ai_ops,approved,"/ owner承認 2026-08-31 AI業務改善 / owner承認 2026-08-31 AI業務改善 queue_seq=166",,A
